kalimat,kategori_teks
"Indeks Kelola itu sendiri adalah metode penilaian yang mengukur keberhasilan dalam mengelola APBD sehingga berdampak langsung pada masyarakat, baik dalam bidang pendidikan, kesehatan, kesejahteraan dan perekonomian.",ekonomi
"Indonesia kini sudah masuk dalam negara pendapatan menengah, problem keterbatasan akses relatif bisa diatasi, termasuk akses pangan, kini fokus kita adalah peningkatan kualitas.",ekonomi
"Indonesia terakhir kali merealisasikan defisit anggaran di atas 2% adalah pada 2017, sedangkan batas maksimal defisit anggaran yang ditentukan dalam UU mencapai 3%.",ekonomi
"Industri pariwisata lainnya juga harus bisa memanfaatkan momen Ramadan ini untuk meningkatkan jumlah kunjungan wisatawan,"" pungkas Menpar Arief Yahya.",ekonomi
"Ini ekonomi yang bisa membesar,"" kata Emil.",ekonomi
"INILAHCOM, Jakarta - Sejarah inflasi pangan yang pernah mencapai titik terendah dibuat oleh Kementerian Pertanian (Kementan).",ekonomi
"INILAHCOM, London - Bursa saham Eropa bergerak lebih rendah pada Rabu pagi (2/10/2019), setelah aktivitas manufaktur AS yang tiba-tiba melemah memicu kekhawatiran terhadap ekonomi terbesar dunia itu.",ekonomi
Intip Total Kekayaan Ketua MPR Bambang Soesatyo dan 9 Pemimpin…,ekonomi
Investasi tersebut juga akan digunakan untuk mendukung pengembangan gerai ritel Trans Corp di 25 kota sampai dengan 2025.,ekonomi
"Kredit korporasi meningkat 16,5 persen (yoy) menjadi Rp 232,0 triliun dan kredit komersial & UKM tumbuh 10,5 persen (yoy) menjadi Rp 192,2 triliun.",ekonomi
"""AB juga selain dia melakukan perekrutan, kemudian pengaturan rencana secara garis besar tentang rencana aksinya, maupun yang bersangkutan juga sebagai donatur untuk mengalirkan uang ke orang-orang yang direkrut,"" kata Dedi.",politik
"""Absennya kuasa hukum disebabkan oleh ketidaktahuan Habil mengenai sidang pembacaan dakwaan yang ditujukan kepadanya.""",politik
"""Aburizal yang juga Ketua Dewan Pembina Partai Golkar adalah tokoh pertama yang menjenguk mantan Panglima ABRI itu di rumah sakit, hari ini.""",politik
"""Acara juga dimaksudkan untuk menghimpun saran, masukan dan mempersiapkan langkah-langkah strategis terkait permasalahan Pilkada Tahun 2020 untuk membangun komitmen bersama serta menjamin kepastian ketersedian anggaran Pilkada Tahun 2020.""",politik
"""Aceh tadinya empat dan kini dua orang dipulangkan karena tidak terbukti.""",politik
"""Ada 230 pejabat, mulai eselon II.b sampai IV.b. Sehingga, struktur pucuk dinas, bagian, dan kecamatan banyak yang berganti.""",politik
"""Ada aspirasi bahwa pimpinan DPR dan MPR ada dari unsur Partai Golkar,"" kata Airlangga kepada wartawan usai pertemuan, di luar Kompleks Istana Bogor, Senin sore.""",politik
"""Ada beberapa kepala desa dan yang diundang karena wilayahnya potensi untuk pariwisata."" - Label datar: tidak sesuai dengan kategori yang diberikan",politik
"""Ada beberapa substansi yg merupakan substansi usulan pemerintah yg harus kita sesuaikan dengan pendapat fraksi fraksi,"" ujar Supratman.""",politik
"""Ada beberapa yang menyuarakan kekhawatiran fitur baru tersebut dapat disalahgunakan, seperti kemungkinan bisa menghentikan debat yang terjadi di layanan tersebut.""",politik
"""Ada calon ketua umum protes terhadap agenda KLB, bukan dijelaskan dengan baik dan bijak malah berbuntut pengusiran oleh panitia dengan mengerahkan para preman bayaran.""",politik
"“Ada enam saksi yang diperiksa termasuk Bapak Eggi Sudjana.""",politik
"“Adalah rahasia umum keberadaan Luhut di sekitar Istana menjadi alasan banyak kelompok kanan yang tak suka pemerintah.""",politik
"“Ada pos kementerian ‘basah’ yang akan jadi rebutan parpol.""",politik
"""Adapun dalam pertemuan tersebut, Panglima TNI Hadi Tjahjanto serta para Kepala Staf seluruh matra menyampaikan terima kasih atas dukungan Presiden Joko Widodo untuk memajukan dan memodernisasi TNI.""",politik
"""Adapun hoaks yang dimaksud adalah artikel di media sosial berjudul 'Tanggapi People Power, UMY: Jihad Bela Prabowo Mati Syahid, Namun Pasti Masuk Neraka!'""",politik
"""Adapun perbedaan yang dimaksud Asfinawati adalah pada periode pertama ini, Dewan Pengawas atau Denwas ditunjuk secara langsung oleh Presiden Joko Widodo (Jokowi).""",politik
"“Ada sekitar 12-13 tokoh yang mendaftar, tapi masih kami konsolidasikan, mana yang tepat untuk calon wali kota dan mana yang wakilnya,” ujar Soeprayitno.""",politik
"""Ada sekitar 60 pertanyaan dari penyidik KPK,” kata Fahri Timur SH, pengacara Steffy yang dihubungi INDOPOS melalui telepon.""",politik
"“Ada SP2HP tertanggal 23 Desember 2019 yang menyatakan pelakunya belum diketahui,” kata Asfinawati dalam pesan singkatnya kepada jpnn.""",politik
"""Ada yang minta Karni Ilyas menghadirkan Rocky Gerung sebagai narasumber.""",politik
"""Afrika Tengah merdeka dari Perancis.""",politik
"""Agar baik semua, agar pagarnya itu bisa menghilangkan korupsi yang ada di negara kita.""",politik
"""Agar dapat lahir kabinet yang terbaik untuk negeri ini.""",politik
"""AGK menuturkan, berdasar komitmen itu Bamsoet menyodorkan sejumlah pendukungnya untuk menempati posisi strategis.""",politik
"""Agus menggantikan Fachrul yang diangkat menjadi menteri agama dalam Kabinet Indonesia Maju.""",politik
"""Ahmad Syaikhu mengaku siap mundur dari anggota DPR RI saat ini bila diminta menjadi Wakil Gubernur DKI Jakarta.""",politik
"""Akan jebol (upaya pencegahan intervensi bisnis) pasti itu,” tutur dia.""",politik
"""Akan terjadi kekosongan kekuasaan di negara tersebut, mengingat mekanisme hukum menyatakan dengan tidak adanya presiden dan wakil presiden, kepala senat akan mengambil alih sementara.""",politik
"""Akhirnya, lima perwakilan fraksi yang hadir sepakat sidang paripurna tetap dilanjutkan meski hanya dihadiri 11 orang saja.""",politik
"""Akibatnya, orang tua siswa minta bantuan kepada anggota DPRD Sawahlunto.""",politik
"""Akibatnya sengketa-sengketa sebagaimana yang disebutkan Presiden jamak terjadi.""",politik
"""Akibat predator desa ini, kades atau aparatur desa berpotensi untuk memicu korupsi baru.""",politik
"""AKP Sahrawi mengaku akan mengikuti semua proses hukum yang sudah berjalan.""",politik
"""Aksi bersih-bersih tersebut melibatkan ratusan personel Polri dan PNS dari Polresta serta Polda Bali.""",politik
"""Aksi demonstrasi diprediksi masih akan terus berlanjut.""",politik
"""Aksi itu diwarnai dengan dorong-dorongan antara polisi dan ratusan mahasiswa.""",politik
"""Aktivis hak asasi manusia Bela Bhatia dan seorang pengacara yang terlibat dalam kasus Bhima Koregaon, Nihal Singh Rathod telah mengkonfirmasi bahwa akun miliknya terkena serangan selama dua minggu pada Mei 2019.""",politik
"""Aktivis juga memblokir depot bus di sekitar Paris.""",politik
"""'Aku mau silaturahmi saja sama bapak-bapak kepolisian,' ujar Rani singkat sambil berlalu.""",politik
"""Aku sudah lupa definisi smart seperti apa karena Pak Anies terlalu over smart,"" ujar Ahok saat dihubungi Kompas.",politik
"""Alasannya dikarenakan anggaran yang terbatas dan APBD lebih banyak digunakan untuk pembangunan infrastruktur.""",politik
"""Alfred juga menyayangkan sikap pemerintah pusat, dalam hal ini Kementerian Perhubungan, yang justru melemparkan tanggung jawab pembuatan regulasi soal skuter listrik kepada Pemprov DKI Jakarta.""",politik
"""Alghiffari pun mendesak kepolisian membuka kasus penyerangan Novel tersebut secara transparan.""",politik
"""Alhasil, Gerindra berinisiatif mengusulkan empat nama sekaligus yang mereka klaim lebih bisa diterima dan dikenal.""",politik
"""Alhasil, terjadi dorong-dorongan antara massa dengan polisi.""",politik
"Ali mengatakan, masih perlu pendalaman terkait pembahasan RUU PKS.",politik
Alvin Lie menuturkan semestinya fokus terlebih dahulu menuju luar pulau Jawa.,politik
"Amran menambahkan, tidak ada ketentuan Munas bulan Desember 2019.",politik
"Analis Victor Gao Tentang Penjara Uighur Cina: ""Ini Bukan Kamp Konsentrasi""",politik
"Andai Benar Wishnutama Jadi Menteri, Ini Kado Terindah untuk…",politik
Andi Arief kembali berkoar terkait kondisi politik menjelang pengumuman resmi KPU terkait Pilpres dan Pileg 2019.,politik
"Andreas menuturkan, meskipun adanya pertemuan-pertemuan antara Jokowi dan Prabowo Subianto serta ketua partai oposisi lainnya, hal itu tidak akan merubah substansi PDIP mendapatkan jatah menteri terbanyak.",politik
Angelo Wake Kako makin menarik perhatian publik saat potret dirinya di hari pelantikan DPD RI Selasa (1/10/2019) beredar.,politik
"Anggota Direktorat Hukum BPN Prabowo Subianto-Sandiaga Uno, Habiburokhman (tengah).",politik
"Anggota DPRD Kepulauan Bangka Belitung 2019-2024, Dody Kusdian mengatakan, banyak pekerjaan rumah di legislatif yang akan menjadi tugas periode saat ini.",politik
"Anggota DPRD Provinsi Jawa Barat, Rafael Situmorang SH MH, menyerap berbagai aspirasi masyarakat di daerah pemilihannya di Kota Bandung dan Kota Cimahi.",politik
Anggota DPR Provinsi Papua Nason Utty.,politik
"Anggota DPR RI ini mengingatkan, hampir semua survei jelang Pemilu 2019 lalu memperlihatkan suara Golkar bakal turun besar, bahkan sampai kisaran 6-9 persen.",politik
"Anggota Komisi IV DPRD Kota Padang, Wismar Pandjaitan mengapresiasi penurunan kasus campak di Padang.",politik
Anggota Ombudsman Bidang Perhubungan dan Infrastruktur Alvin Lie mengatakan sudah menerima pelaporan tersebut.,politik
"Anies enggan berspekulasi terlalu jauh, mengingat saat masih 2019.",politik
Anies juga menyinggung soal keberagaman yang ada di Indonesia.,politik
Anies yakin petugas ambulans yang diamankan di Polda sudah…,politik
"Antara lain masa bhakti presiden, dari lima tahun diusulkan menjadi delapan tahun.",politik
"Apakah presiden sudah merasa tidak nyaman berkantor di Jakarta,” katanya.",politik
Apalagi kita akan melaksanakan pemilu raya di bulan April 2019.,politik
Apalagi saat Jokowi masih menjabat sebagai Gubernur DKI Jakarta.,politik
"Apalagi sebelumnya, pada 22 Juli lalu, Surya Paloh pernah mengundang sejumlah ketua umum parpol koalisi, yaitu Ketua Umum Partai Golkar, Airlangga Hartarto, Ketua Umum PKB, Muhaimin Iskandar, dan Ketua Umum PPP, Suharso Monoarfa di Kantor DPP Nasdem.",politik
Apa Penyebab Sesungguhnya Pertemuan Jokowi dan Mahasiswa Batal?,politik
Apa strategi Anda untuk menjalankan program pencegahan dan deradikalisasi yang efektif?,politik
"""Apa tidak ada orang lain di negeri ini selain Ahok?",politik
"Ari Migara selaku kordinator lapangan mengatakan, mahasiswa kesini karena saat ini negara Indonesia sedang darurat demokrasi.",politik
"Arief juga menduga, kegagalan AHY masuk dalam kabinet bukan karena faktor Ketua Umum PDI Perjuangan Megawati Soekarnoputri yang sering disebut-sebut masih dendam sama SBY.",politik
"Aries akan merasa seperti menghabiskan saat yang menyenangkan tetapi dalam kasus apapun, kamu akan menginginkan hubungan yang tahan lama, setidaknya dengan orang ini, tetapi juga sesuai dengan kriteriamu.",politik
Apalagi Sandi diakui telah menerima down payment (DP) sebesar 50 persen usai menandatangani kontrak dengan pihak Kalteng.,politik
Aparat kepolisian masih mengembangkan penyidikan untuk mengungkap TKP lainnya yang menjadi sasaran pelaku selama ini.,politik
"Aparat Polda Metro Jaya menangkap yang selama ini dikenal sebagai sutradara, aktivis, dan jurnalis.",politik
"Artikel ini telah tayang di Kompas.com dengan judul ""Prabowo Bertemu Airlangga, Golkar-Gerindra Sepakati Kerja Sama Jaga Stabilitas di Parlemen""",politik
AS mengajak semua negara mendukung Juan Guaido sebagai presiden interim Venezuela.,politik
Atas perbuatannya kini Polda Metro Jaya menetapkan Habib Husein Alatas sebagai tersangka terhadap kasus asusila.,politik
"Atas perbuatannya, terdakwa dijerat dengan Pasal 5 ayat (1) atau Pasal 13 UU No. 31/1999 yang telah diubah dengan UU No. 20/2001 tentang Pemberantasan Tindak Pidana Korupsi.",politik
"Bagi PDI Perjuangan, kata Hasto, Presiden telah bertindak tepat termasuk soal revisi UU KPK.",politik
"“Bagaimana ada pengawasan jika kepentingan pemerintah dan DPR sama dalam kasus KPK,” ujar Arya.",politik
“Bagaimana ini kita generalisasi agar kita punya sikap yang sampah terhadap sampah.,politik
"“Bagaimana menjalankan amanat UU itu, jika nomenklatur Ekraf digabung dengan pariwisata,"" keluh Anang.",politik
"""Bagi saya sebagai Ketua DPR yang dari partai pemenang (Pemilu 2019) PDI Perjuangan, ya kami tetap akan fokus bagaimana menjalankan sinergi pemerintahan ini ke depan sampai 2024,"" ujar Puan.",politik
"Bahkan, ia sudah memerintahkan seluruh personel Polres Cirebon Kota untuk membongkar seluruh jaringan.",politik
"Bahkan, kata Arsul, pihaknya juga mendapatkan usulan terkait masa jabatan Presiden yang bisa lebih dari dua kali alias menjadi tiga kali.",politik
"Bahkan, Kejari Klungkung menyatakan siap mengumumkan tersangka baru.",politik
"Bahkan lanjut Lucius, Andi Arief pernah akan memboikot pilpres 2019.",politik
Bahkan mereka meminta pemilihan yang akan datang dilakukan secara musyawarah mufakat.,politik
"Bahkan, tokoh yang selama ini kerap membela Jokowi juga menilai langkah Gibran sebagai aksi ""aji mumpung"" saat ayahnya masih menjabat sebagai Presiden RI.",politik
"Bambang melanjutkan, pihaknya juga sudah mengirim tim dari Kementerian ESDM bersama dinas pemerintah daerah untuk melakukan kunjungan lapangan ke 30 perusahaan yang membangun smelter.",politik
Bambang terpilih secara aklamasi setelah Gerindra yang kalah dukungan dalam perebutan ikut satu suara.,politik
"""Banmus yang merancang jadwalnya,"" kata politisi PKB tersebut.",politik
Banyak yang menilai penghentian kasus ini bermuatan politis.,politik
Beberapa di antara anggota MPR ada yang berdiri untuk memberikan tepuk tangan.,politik
"Beberapa jam setelah Baghdadi dipastikan tewas, ISIS telah menunjuk penggantinya.",politik
Beberapa kalangan pun telah angkat bicara terkait polemik ini.,politik
Beda cerita jika Politisi PAN terpilih menjadi anggota legislatif di pemerintahan pusat.,politik
Begitu juga ketika ditanya apakah pengumuman menteri akan dilakukan sesuai pelantikan presiden-wakil presiden pada 20 Oktober 2019.,politik
Begitu pula dengan Siti Nurbaya Bakar.,politik
Belanda dengan mendompleng Australia kembali menguasai wilayah Indonesia Timur.,politik
"Belum disahkan oleh Presiden, rencana RUU KUHP ini saja sudah membawa dampak yang cukup signifikan.",politik
Belum lagi prestasi-prestasi yang diraih pascapemilu.,politik
Benarkah Koalisi Jokowi Masih Rukun-Rukun Saja?,politik
Benny lalu menilai kondisi berbeda akan dialami Prabowo karena Prabowo tidak punya pengalaman dalam pemerintahan.,politik
"Bentrok antara mahasiswa dengan polisi pun tak terhindarkan, aksi saling dorong hingga pelemparan batu mewarnai unjuk rasa hari ini, Selasa (24/9/2019).",politik
"Berdasarkan hasil survei Alvara Research Centre dan Mata Air Foundation, Rifai mengatakan bahwa 19,4 persen PNS menyatakan tidak setuju dengan ideologi Pancasila dan 23,4 persen mahasiswa setuju dengan jihad untuk tegaknya negara Islam atau khilafah.",politik
"Berdasarkan data yang sudah masuk, pasangan calon presiden dan calon wakil presiden nomor urut 01, Joko Widodo-Maruf Amin unggul sementara dengan perolehan 54,68 persen atau sejumlah 3.791.016 suara.",politik
"Berdasarkan kode etik pengacara, pekerjaannya dapat dijalankan dengan leluasa.",politik
"Beredarnya video viral yang mengandung unsur fitnah terhadap calon presiden petahana Joko Widodo, menunjukkan masih maraknya kampanye hitam jelang Pilpres.",politik
"""Berikan saja ke Gubernur (DKI Jakarta) karena presiden pernah alami waktu jadi gubernur betapa kompleksnya itu (tumpang tindihnya persoalan pengelolaan transportasi Jabodetabek),"" kata Luhut di Kantor Kemenko Maritim, Selasa (8/1).",politik
"Berkicau Soal Papua dan Jadi Tersangka UU ITE, Dandhy Laksono: Apakah Ini Kejahatan Urgent?",politik
"Beredarnya video viral yang mengandung unsur fitnah terhadap calon presiden petahana Joko Widodo, menunjukkan masih maraknya kampanye hitam jelang Pilpres.",politik
"""Besok saya akan coblos di TPS SMK Karya.",politik
"""Biasanya selama ini ketika ingin masuk politik harus melalui partai politik atau ormas (organisasi kemasyarakatan).",politik
"Bidang Penggadaan Tanah DPRKPP Kabupaten Bekasi, menganggarkan pembebasan jalur Kalimalang sebesar Rp 13 miliar pada APBD 2019.",politik
"Bisnis, JAKARTA — Pertemuan antara calon presiden nomor urut 01 Joko Widodo dan calon presiden nomor urut 02 Prabowo Subianto terus digagas untuk mendinginkan tensi politik pascaperhelatan Pemilihan Umum 2019.",politik
BNN gagalkan penyelundupan 50 kg sabu dan 23 ribu butir ekstasi di Riau.,politik
Boytenjuri juga bicara soal indikasi penyelundupan jabatan di Pemprov Lampung.,politik
"""Buaya yang ditangkap sudah diamankan oleh tim dinas dari pemerintah.",politik
Budi menambahkan semua korban terjamin Jasa Raharja dan berdasarkan Peraturan Menteri Keuangan No. 15 tahun 2017.,politik
"Bukan nilai barang namun empati dari Polsek Pulau Laut Utara ini, diharapakan bisa sedikit meringankan beban korban kebakaran.",politik
Bukannya hendak menghimpun konstituen seperti umumnya politikus menjelang pesta demokrasi.,politik
"Bupati Don juga menekankan pentingnya memperhatikan kebutuhan bayi, terutama pada 1.000 hari kehidupannya.",politik
"Bupati Mesuji Khamami saat berada di Polres Mesuji, Bandar Lampung.",politik
Bupati Tanahlaut Sukamta launching peringatan Hari Kesehatan Nasional (HKN) ke 55.,politik
"Buron Setahun, Mantan Kades Bacok Kades Hingga Tewas Diringkus…",politik
"BW menyebut, aturan itu menyatakan bahwa negara wajib menjamin adanya badan atau organ khusus yang harus diberikan kemandirian dalam upaya pemberantasan korupsi.",politik
"Cabang harapan mendulang emas antara lain atletik dan renang,"" kata mantan anggota Fraksi Golkar DPRD Sumsel.",politik
"“Cabut izin perusahaan pembakar hutan dan pidanakan penanggung jawabnya,” kata Robikin kepada wartawan kemarin.",politik
"Cak Imin: Politik Ya Begitu, Kalau Menang Dapet Jatah Menteri.",politik
"Calon Kapolri Komjen Idham Azis mengikuti Fit n Proper Tes Calon Kapolri di Ruang Rapat Komisi III DPR, Jakarta, Rabu (30/10).",politik
Capim KPK Sigit Danang Joyo yang menjabat sebagai Kasub Dirjen Pajak Kementerian Keuangan saat mengikuti Fit and Proper Test dengan Komisi III DPR.,politik
"Cecep Ahmad Nuraeni (kiri), oknum tenaga ahli DPR RI, menjalani sidang kasus dugaan korupsi penyimpangan bantuan alat mesin pertanian di Pengadilan Negeri Tanjungkarang, Jumat (13/12/2019).",politik
"COM, JAKARTA - Calon presiden nomor urut 01 Joko Widodo dilaporkan ke Badan Pengawas Pemilu ( ) karena telah membuat pernyataan provokatif.",politik
"COM, JAKARTA - Direktur Manilka Research & Consultant, Herzaky Mahendra Putra menilai pemerintah seharusnya fokus terhadap terkait kasus gagal bayar asuransi Jiwasraya sebesar Rp 12,4 triliun untuk klaim produk JS Saving Plan.",politik
"COM, JAKARTA - Ketua Tim Hukum pasangan 01 Jokowi-Ma'ruf, Yusril Ihza Mahendra mengutip beberapa ayat Alquran di sidang kedua sengketa Pilpres 2019.",politik
"COM, JAKARTA mengatakan, satu-satunya presiden sejak Indonesia merdeka yang berhasil menyejahterakan petani adalah Soeharto.",politik
"COM, JAKARTAPrasetyo Edi Marsudimeminta Gubernur DKI Jakartamencopot anak buahnya di jajaranSatuan Kerja Perangkat Daerah (SKPD)yang tidak becus menyusun anggaran di bidangnya masing-masing.",politik
"COM, JAKARTA - yang diangkat sebagai Menteri Pendidikan dan Kebudayaan oleh Presiden Jokowi, juga turut menyedot perhatian media-media asing yang melontarkan berbagai komentar.",politik
"COM, Jember - Puluhan orang yang tergabung dalam Solidaritas Koalisi Anti Korupsi (SKAK) berunjuk rasa di bundaran depan DPRD Jember, Jawa Timur, Senin (16/9/2019).",politik
"COM - Juru Bicara Presiden Joko Widodo, Fadjroel Rachman mengatakan alasan pencoretan Bupati Minahasa Selatan Christiany Eugenia Paruntu alias Tetty Paruntu sebagai bakal calon menteri yang diusulkan Par.",politik
Com melalui sambungan telepon Bupati Tahun membenarkan kecelakaan yang dialami mobil plat merah dengan nomor polisi DH 11 WU pada Jumat pagi.,politik
COM-Menjelang pelantikan Jokowi-Ma'ruf unjuk rasa mahasiswa kembali semarak.,politik
COM - Menteri Agama (Menag) Fachrul Razi kemarin menghadiri acara diskusi sekaligus peluncuran aplikasi yang menjual produk-produk keluarga eks napi terorisme (napiter).,politik
COM - Menteri Agama (Menag) Fachrul Razi kemarin menghadiri acara diskusi sekaligus peluncuran aplikasi yang menjual produk-produk keluarga eks napi terorisme (napiter).,politik
"COM- Menteri Dalam Negeri Tito Karnavian mengatakan, kini warga bisa mencetak berbagai kartu identitas yang dikeluarkan Dukcapil secara mandiri di Anjungan Dukcapil Mandiri (ADM).",politik
"COM, NANNING - Kejuaraan beregu campuran resmi dibuka oleh Presiden Badminton World Federation, Poul Erik Hoyer.",politik
"COM, PALEMBANG - Kementerian Pendidikan dan Kebudayaan (Kemendikbud) akan menghapus kebijaKan Ujian Nasional (UN) sebagai tolok ukur dan akan digantikan penerapan kebijakan Asesmen Kompetensi Minimum dan Survei Karakter mulai tahun 2021.",politik
COM - Pelantikan presiden dan wakilnya hanya hitungan jam ke depan.,politik
"CO, TANJUNG SELOR - Usai dilantik menjadi Sekretaris Provinsi (Sekprov) Kalimantan Utara, Suriansyah mengakui perlu melakukan konsolidasi internal untuk memastikan pelaksanaan pembangunan, pelayanan publik, dan pemerintahan berjalan baik.",politik
"Cucu Presiden Pertama RI Soekarno, Gusti Pangeran Haryo (GPH) Paundrakarna Jiwo Suryonegoro atau yang lebih dikenal sebagai Paundra.",politik
Dahulu Pilkada lewat DPRD dianggap kurang demokratis sehingga reformasi meniscayakan pemilihan langsung.,politik
Dalam acara pelantikan presiden 2019 akan dihadiri beberapa tamu negara dan duta besar.,politik
"Dalam acara pembukaan NasDem ini, agenda dimulai pada pukul 19.00.",politik
"Dalam amanatnya Sri Mulyani mengungkapkan bahwa seluruh jajaran Bea Cukai harus terus fokus pada perbaikan di bidang organisasi, perbaikan kualitas teknologi informasi basis data, dan sumber daya manusia.",politik
"Dalam berkas perkara yang dikirim Polres Gianyar ke Kejari, tercatat bahwa kasus yang menjerat, ketua LPD kelahiran 31 Desember 1968 ini menyalahgunakan kewenangannya.",politik
"Dalam hal ini, kata dia, berbeda dengan posisi sebagai politisi atau bahkan ketum partai yang sedang turun ke daerah untuk menyerap aspirasi masyarakat atau konstituen.",politik
"""Dalam hal ini positif sekali, kita setuju supaya cepat tercapai,"" ujar Ketua MRP Timotius Murib saat ditemui di Jayapura, Senin (9/12/2019).",politik
"Dalam kasus ini, Djoko Saputro dan Andririni Yaktiningsasi selaku swasta ditetapkan sebagai tersangka kasus dugaan korupsi pengadaan pekerjaan jasa konsultasi di Perum Jasa Tirta II tahun 2017.",politik
"Dalam kegiatan tangkap tangan itu, KPK mengamankan barang bukti berupa uang senilai Rp3,3 miliar, 23.100 dolar Singapura, dan 3.200 dolar AS atau total sekitar Rp3,58 miliar.",politik
"""Dalam kesempatan ini, tinggal 3 hari lagi waktu untuk bekerja bersama-sama,"" ucap Wapres Jusuf Kalla di Indonesia Convention Exhibition BSD, Rabu (16/10/2019).",politik
"Dalam kesempatan itu, Wisnu mengatakan PHDI mengundang Presiden Joko Widodo untuk hadir dalam acara puncak Dharma Santi Hari Raya Nyepi Nasional yang akan digelar di Bali pada 5 April 2019.",politik
"Dalam kesempatan yang sama, Presiden Joko Widodo juga melantik Fachrori Umar sebagai Gubernur Jambi untuk sisa masa jabatan 2016 sampai dengan 2021.",politik
"Dalam kunjungan kerjanya, Oktohari difasilitasi Duta Besar Indonesia untuk China HE Djauhari Oratmangun serta didampingi anggota Komite Eksekutif NOC Indonesia, Teuku Arlan Perkasa Lukman.",politik
"Dalam pertemuan itu, Jokowi mengakui telah membahas peluang koalisi.",politik
"Dalam putusan tersebut, hakim menyatakan menerima permintaan banding dari Dhani Ahmad Prasetyo dan Penuntut Umum pada Kejaksaan Negeri Surabaya, serta mengubah putusan PN Surabaya tanggal 11 Juni 2019 Nomor 275/Pid.",politik
"Dalam rakor ini, Kemendes PDTT mengundang Kementerian/ Lembaga terkait seperti Kementerian Pariwisata dan Bappenas serta menghadirkan Bappeda dan Unit Teknis dari 20 Daerah Pulau Kecil dan Terluar.",politik
"Dalam Rapat Pimpinan Nasional (Rapimnas) Partai Hanura beberapa waktu lalu, seluruh DPD dan DPC Partai Hanura memang sudah merekomendasikan nama OSO sebagai satu-satunya kandidat ketum.",politik
"Dalam rapat sekitar pukul 09.00 WIB itu, selain Bupati turut hadir Sekda Kaur H Nandar Munadi M Si, Kasi Intel Kejari Kaur Foprizal SH, sejumlah kepala OPD dan camat di ruang lingkup Kabupaten Kaur.",politik
"Dalam sambutannya pada serah terima jabatan, Ma'ruf menyebutkan dirinya merupakan Wakil Presiden ke-13.",politik
"Dalam sambutannya, Rini Soemarno memberikan ucapan penghormatan kepada Menteri BUMN saat ini, Erick Thohir hingga para pengusaha yang hadir baik Rosan hingga Anindya Bakrie.",politik
Dalam suratnya Rudi meminta Presiden Joko Widodo meninjau ulang kebijakan bagasi berbayar dan kenaikan harga tiket pesawat.,politik
Dalam waktu dekat Dinas Pemberdayaan dan Masyarakat Desa (PMD) Kabupaten Deliserdang akan mengumumkan kenaikannya ini.,politik
"""Dan itu sebetulnya kurang cerdas karena dia yang seharusnya bisa memprediksi apakah ucapannya itu akan menjadi kontroversi atau akan backfire effect pada proses politik di istana,"" jelas Rocky Gerung.",politik
"Danlanud berharap, seluruh prajurit agar profesional dan handal dalam melaksanakan tugas perbantuan kepada Pemda dan Polri dalam rangka turut mensukseskan pelaksanaan Pemilu Legislatif dan Presiden tahun 2019.",politik
"Dari dalam negeri, iklim politik yang kondusif juga berperan dalam menggiring pergerakan IHSG.",politik
"Dari hasil tersebut, pasangan nomor urut 01, Joko Widodo-Ma'ruf Amin memperoleh 1.185.201 atau 56,33 persen.",politik
"Darman selaku dirut PT INTI diduga menyuap Andra Agussalam sebesar 96.700 ribu dolar Singapura atau sekira Rp1 miliar, agar Andra mengawal sejumlah proyek untuk dimenangkan oleh PT INTI.",politik
"Darmin dilantik Jokowi menjadi Menteri Koordinator Bidang Perekonomian 12 Agustus 2015, menggantikan Sofyan Djalil, yang dipercaya menjabat Menteri Perencanaan Pembangunan Nasional/Kepala Badan Perencanan Pembangunan Nasional.",politik
"Dasco mengatakan Prabowo memberikan pengarahan agar Bobby bertemu dengan pengurus Gerindra di Kota Medan, serta Gerindra Sumatera Utara.",politik
"Data masuk Sistem Informasi Penghitungan Suara KPU (Situng KPU) Pilpres 2019 pada Sabtu (11/5/2019) pukul 10:30 WIB telah mencapai 624.260 dari 813.350 TPS atau 76,75 persen.",politik
Delegasi Indonesia yang dipimpin Menkominfo Rudiantara membawa sejumlah misi dan agenda.,politik
"Dengan adanya kesepakatan kerja sama antara PT KAI dengan MRT Jakarta, Anies mengklaim akan memudah masyarakat dalam menggunakan layanan transportasi umun.",politik
Dengan adanya pembentukan rumah aspirasi tentunya itu contoh yang baik untuk di lakukan secara masif oleh anggota legislatif.,politik
"Dengan demikian, Joko Widodo Presiden tinggal melantik Komjen (Pol) menjadi Kapolri.",politik
"""Dengan mengatakan itu, ia jaminkan pengikut-pengikut Gerindra, akan menjaga akal warasnya untuk tidak menganggu kekuasaannya.",politik
"""Dengan mengundang pemerintah daerah, tokoh masyarakat, tokoh adat, serta tokoh agama yang ada di Papua untuk duduk bersama, diharapkan ada solusi-solusi untuk menyelesaikan apa yang menjadi akar permasalahan di Papua,” tutur Meutya.",politik
"Dewan Pengawas KPK akan Diumumkan, Muncul Nama Mantan Hakim…",politik
"D., Gubernur Riau Drs. H. Syamsuar, M.Si. dan Kepala BNPB Letjen TNI Doni Monardo.",politik
"Dia berdoa agar daerah pemilihannya Sumatera Barat agar tetap aman, rukun dan terhindar dari paham radikal.",politik
"Dia berharap pemerintahan Jokowi ke depan ‎betul-betul menciptakan polisi yang independen, profesional dan mandiri.",politik
